"id","escolha","tempo_carro","tempo_transporte_publico","tempo_bicicleta","custo_carro","custo_transporte_publico","custo_bicicleta","renda","idade","genero","ocupacao_empregado","ocupacao_autonomo","educacao_fundamental","educacao_medio","educacao_superior","possui_carro"
509,1,26.6878036662136,25.6500196148813,38.1401214380573,18.1373638544098,9.23809448924579,4.51904865188136,10039.6793114836,33.309502610308,2,0,1,0,1,0,1
510,3,57.5431155591725,62.96594330207,78.9986501477223,-0.650607457460005,-0.25279285376957,-0.30795492303793,11928.9917676186,43.1347102050343,2,1,0,0,1,0,0
511,1,61.724576977431,70.4997575873653,97.8193500275803,13.378575826196,4.49092178455104,4.38011984882353,2326.35656339276,27.9547371884444,2,1,0,1,0,0,0
512,1,38.8058272060936,54.1870514646944,55.6844900628051,21.0702647493226,9.61423696272261,2.92754683524206,9034.72200400686,38.2707184104019,2,0,1,1,0,0,1
513,1,28.0653390298975,39.6658476188524,46.5666162585425,15.3326279349041,7.59449818332518,2.57096401846691,8464.28796993385,47.1207301698285,2,1,0,0,0,1,1
514,2,43.6810300233442,54.3249032795364,64.6083939542693,17.4892728074962,9.61768944418404,3.71313000199992,5700.6748042233,40.9485599850573,2,1,0,1,0,0,1
515,3,78.6285553996894,89.1675933937116,117.07966278172,8.6796202543229,2.28893330795263,2.02599791910788,5741.25487003393,39.6966961622202,2,0,1,0,1,0,1
516,2,75.6196975612573,86.9572891241327,107.731253042683,13.7902565370601,6.82221054560755,1.33373055307808,9572.81202696309,54.0869279080976,2,1,0,0,1,0,1
517,1,19.2029949491782,29.792298958578,31.5638793300262,18.6382772379128,8.02404406841595,3.64104936431485,6933.72410629926,29.0107323510075,1,1,0,0,1,0,1
518,1,39.6464001581642,45.0328846200824,59.7494566855627,4.02510249100549,2.80645324321314,-0.743136415781452,7219.20050863667,47.3190144508338,1,1,0,0,1,0,1
519,2,67.9992073824344,84.6199518666664,99.6834395524328,18.0101647733161,8.55726753129497,4.14512498639578,9521.6243300953,40.7381792819565,1,1,0,1,0,0,1
520,1,44.4263385508464,52.7575864775966,70.5759607222133,3.54417675745554,1.37800963109764,0.197223497100042,11429.6156316549,29.1631941274455,2,0,1,0,1,0,1
521,2,68.9611986348964,86.5297058363517,105.32760164571,9.00731385191239,3.66648928453629,2.16555324823395,14200.4525548826,37.1548702263682,1,1,0,0,1,0,1
522,3,39.9962191003518,43.6394667149509,60.3085470635559,27.7365411149307,12.3143850537868,6.65658178551386,10309.5990292561,33.4864809230345,2,0,1,0,1,0,1
523,2,54.0747888587307,61.1656328734356,81.2058283402744,15.0639933961712,6.24897193691084,3.1914358924422,14005.9938365203,45.9586768229837,1,1,0,1,0,0,0
524,1,48.3636185887538,52.7289088423155,78.2177050970729,11.4549408346848,5.27565884364375,3.10088186116304,11814.8627261833,42.9283506072807,1,0,1,1,0,0,1
525,1,93.4360424322009,103.411964022476,139.612387979916,17.8725940752653,9.47053759734618,3.47989144166322,9000.56073755089,16.0178118377875,2,1,0,1,0,0,1
526,1,58.8067885015878,68.4898125933574,98.3312754334067,10.5371480586701,5.6227800375946,2.14317751462621,8762.21802827159,57.7810858563525,2,0,1,1,0,0,1
527,2,26.9019139617612,39.7917423249414,42.6696573324218,15.7308537552818,9.62825482179493,3.7066332880963,13792.7428163838,12.4049847866444,2,0,1,1,0,0,0
528,1,35.941782462551,48.9218544105382,52.8191664440527,9.93242868092207,5.23222225496743,2.01787967027821,4961.210397764,46.2440740017004,1,1,0,1,0,0,0
529,1,50.5535292693309,61.0191097515689,81.3982685628134,-2.13134727504894,-1.56059280724127,-0.749930267744837,8193.33332117962,29.0148602400177,2,0,1,1,0,0,1
530,1,16.4849902998059,33.8453757587045,17.4593433907489,14.8343258001219,7.96163383560507,1.95375457766406,8577.12167407357,50.8293531119041,1,1,0,0,1,0,0
531,2,17.9338508255514,31.238018293199,33.0999841689224,8.93111883127852,4.12923808221826,2.78639038844953,979.926612185819,42.7619519586167,1,0,1,0,0,1,0
532,1,28.1726609046717,32.6311166278755,32.2895643668929,8.55838680146331,5.62091588466793,3.68573062058649,6944.70229690328,54.6242391105556,2,1,0,1,0,0,1
533,1,39.7810559016129,50.602973423086,64.4693414694258,12.0227832223716,6.08428205580964,3.36327754838439,9039.77281604717,35.8630385787573,2,1,0,0,0,1,0
534,1,63.5835322294797,77.9255578112947,101.843200388548,20.0553055771669,12.3820987631185,5.05365783624208,-486.823176119333,8.84143192986621,1,0,1,1,0,0,0
535,2,40.8870365272158,48.9772170958472,52.95647447662,13.7727690693565,4.61645447450879,2.13581140514213,9103.61811075357,35.2158565152907,2,0,1,1,0,0,1
536,1,47.4357107333729,51.7922319937803,69.4391594856497,17.0507216616326,7.2526987333431,3.52167774730174,7143.54780164469,39.2712459431033,2,1,0,0,1,0,1
537,1,44.0308963537041,60.7356272337935,60.905486512053,15.7743857893228,8.63369878553268,3.25954068432082,9328.19978135884,52.6108374078052,2,1,0,1,0,0,0
538,1,34.4214435446229,42.7296156262102,51.7492053791687,12.6095903967784,6.92473097353232,3.12042457287056,10153.0133901376,23.9388368067475,1,1,0,1,0,0,1
539,1,65.4329590312649,72.6620869370544,94.5122942504961,16.0267252479661,8.0037550410919,2.89004200854843,12271.6852589783,34.8022901132593,2,0,1,0,1,0,1
540,1,28.5523021787502,37.9466863616884,40.3103846294185,11.1701017526297,3.46778935290743,1.43410479328065,2943.826531588,32.5437733330716,2,1,0,0,1,0,0
541,1,41.5734972217966,50.0476802721418,57.7675099514696,4.50412648108556,1.39590389636525,0.7614390330053,8125.18794869622,56.0591860177686,1,1,0,0,1,0,1
542,3,39.782578790846,53.4712971648734,64.6992078599754,14.0858114652921,8.10230085983868,5.63198980209886,6101.16850894906,18.5295399184638,2,1,0,0,1,0,1
543,2,52.981929292601,65.2128497450392,83.5422010158991,-1.66688195502964,0.169662182224834,-0.680555422467642,8090.29773929558,50.7086597369126,2,1,0,0,0,1,1
544,2,69.1085184339178,85.3083254001219,106.234676672714,6.0827449128382,2.50102655360966,2.20313223417517,7612.56927180384,51.8837604251509,2,0,0,1,0,0,1
545,1,52.7072178917489,62.1000332247769,80.0708703807769,11.6427519386868,5.40106438984371,0.645432139208859,4472.30214280198,36.6324936920084,2,0,1,0,1,0,1
546,1,65.7355974085954,76.4075307590002,100.410649201118,11.0354430571553,3.95089086456073,5.17526249671043,2579.54185940302,48.262291641283,2,0,1,1,0,0,1
547,2,56.4464557282485,63.7509658505765,83.1113128135255,9.47783087795825,4.63232359621788,0.429073571072658,14360.9411735023,44.1336691062767,2,0,1,0,1,0,1
548,2,35.6312318304883,48.7878993166817,65.0209320437399,17.9315460979717,9.36910832192598,3.72681952619068,4026.78294991648,29.4269721779261,2,1,0,1,0,0,0
549,1,46.2231570064348,50.4012921077492,69.8490949807081,5.58231725334823,3.38956397647522,1.1608401260669,8825.0647797985,29.6603408619834,1,1,0,0,0,1,1
550,3,65.6411866704715,75.5846443355529,101.602804031318,-3.68186080209066,0.159959571688576,-0.91680082613284,4673.41045020139,13.7297627336304,1,0,1,1,0,0,1
551,1,21.5810132076444,33.5259057349348,35.9626374092243,16.6827113859729,9.75571419861718,1.69324195499188,12523.2215148144,56.9775238603276,1,1,0,0,1,0,1
552,2,49.8715599089205,63.439397397777,78.8622826037381,12.2706304413244,6.98557722082092,1.46704193444107,2698.10366100666,53.5619983494203,2,0,0,1,0,0,1
553,1,42.6481452457164,49.4526095567656,70.5589130674722,11.3490650466146,4.43824537506118,3.37961423166959,5334.22317845405,53.2442544484742,1,0,0,0,0,1,1
554,2,58.1667579110153,66.4541852468036,85.9344566524243,9.65265413957421,4.87012701224213,2.08975631343706,4342.84584015205,37.8070655857542,1,1,0,0,1,0,1
555,1,56.2524986277096,63.7347604984097,75.0154011717688,1.87800297402843,1.71296790589609,0.328468130004735,8150.84409883097,31.0188445592216,2,1,0,1,0,0,0
556,1,49.5158010576425,63.0115026256825,85.4387954839642,6.28377326908992,2.28187194251538,1.57446240906855,6527.56114539006,18.1570944062422,2,0,1,1,0,0,1
557,1,67.3921667584397,81.2935436618832,99.4073696945065,15.0444846726204,6.50158735224621,3.18499786159992,15155.1798753989,31.1070947333201,1,0,0,0,1,0,1
558,1,22.1175929974545,30.3916725135343,31.884921003906,12.1128965940403,4.5128013304272,2.58877079804699,7986.83561908765,27.1085349450548,2,1,0,1,0,0,1
559,1,58.6607633772903,65.59493779665,95.6403788404665,3.48653775848626,1.7201704130299,1.47851752690362,11995.0710663838,21.6135252031371,1,0,0,0,1,0,0
560,2,21.3070195821369,29.9139034092264,34.3472883477851,15.5890315881134,6.79170776916968,3.73463450375107,10462.42600738,41.6995991219552,1,0,1,0,0,1,0
561,1,53.8157438567787,55.6430415785303,74.6622612893613,16.7182777304594,7.47205247138713,4.64575483047113,10057.0370915757,32.3284699709304,2,1,0,0,1,0,1
562,2,46.3446344400109,48.5204865884442,70.8562628689901,11.1922017245866,5.08204568812546,2.15555925010646,9547.64284362811,43.3546668280123,2,0,1,0,1,0,1
563,2,59.5089248542476,63.078906382111,81.6357837540221,11.9016808943081,5.90722016762044,2.72966728682539,8821.4055415713,28.6981067497819,1,1,0,0,0,1,1
564,2,46.1821852937223,61.5810812383513,68.136458172825,20.4548424494105,10.5418461012244,1.92895504977617,5859.99227229758,62.7282514102176,1,1,0,0,1,0,1
565,1,21.4695024527086,35.4070335386167,21.3423585691133,14.3690321928136,6.33118078076592,4.21229953620547,6970.86756472823,69.0247564822662,2,1,0,0,0,1,1
566,1,14.8826522397586,20.4169289033282,24.6430756521067,19.3192507684348,9.48752459082941,4.75853338435293,9406.93859773677,55.9976768370835,1,1,0,0,1,0,1
567,2,53.1146028635814,66.353918608494,71.6822263520447,11.7295367227621,6.86534851492484,2.14298592567044,572.502451898958,36.7976887065364,2,1,0,1,0,0,1
568,2,43.8993510283736,52.6027979302498,59.8024411725461,20.8769270690327,11.0322099044374,6.06899734016285,2433.67613458102,45.7662297759624,2,1,0,1,0,0,0
569,1,36.4347240966288,48.4781530019878,45.2630100537676,11.5458972798456,8.3027941557968,2.06799928573803,6738.47624631986,21.1449228222059,1,0,0,1,0,0,1
570,1,40.3339731021954,56.3694160050725,63.7971336863852,17.5064907431973,7.92525488112085,3.85333384288772,2401.88729835747,21.9905882267767,1,0,1,0,1,0,1
571,2,34.9287739934795,46.0423480716676,46.4464747538367,9.93132771754552,5.07243681708416,0.510959665925047,8340.5141022176,32.6392478593678,1,1,0,1,0,0,1
572,1,42.6398932187853,56.624875292966,56.1093515232537,5.53798406367648,2.70533291569085,1.32026935007217,9410.05603137059,58.2874383274125,2,0,0,0,1,0,1
573,1,31.030423935002,44.9368390897868,33.9149300693655,18.0096283641497,10.9517441266871,2.82733143642813,10653.7824803997,35.3196182516444,1,0,1,0,1,0,1
574,1,15.254857807948,31.5463329782508,29.418948249146,25.776024244628,12.3542957230598,4.52625190791958,11340.8299787905,49.0812621296469,2,1,0,0,1,0,1
575,3,41.7060029362593,56.5273251931494,60.4279340237056,10.0447313072999,4.2962754160641,3.91024434787319,9700.55128796486,37.4056916738786,2,1,0,0,1,0,0
576,1,60.6791380419359,75.9212052586134,85.3623840887449,20.8131367711759,11.3119157119703,5.33908389512718,9638.06852783386,33.8373093885896,2,1,0,0,1,0,0
577,1,73.1599434944951,80.5134234661359,106.097769575024,10.5785464009568,6.48829231919948,1.42532594247592,8719.52781568748,40.391023035351,1,0,1,0,0,1,1
578,2,45.0390929393575,53.8942461050239,58.8247231765449,17.5409587073426,9.74214271638679,4.46519870278377,8102.40603146925,36.4120665793774,2,1,0,0,1,0,1
579,2,43.7899509793625,57.289635760213,72.9694797227855,6.06484915979155,2.06276372454829,2.22888475907895,5575.72634209944,55.4507806723872,1,0,1,1,0,0,1
580,2,59.4447342185981,68.665865423289,86.7282156148295,13.6538776697203,6.48469211142739,3.32958935652954,14682.8969696838,22.1523299197968,1,1,0,0,1,0,1
581,2,45.8035652481978,59.8634285297851,65.8188884400957,7.41803343863378,6.14432338253662,1.49572297756734,5622.42761385964,39.3104859617305,1,0,1,0,0,1,1
582,1,38.4765238663494,47.3105714055559,61.4986392945132,3.88732809480017,0.0817348753384046,1.0481198693576,13091.8415970558,37.694333384948,2,1,0,0,1,0,0
583,1,18.9405411698654,32.3331311188476,33.3153262773633,15.930146461368,9.78978073245755,4.04699726239475,10816.7744218714,36.3781089088358,2,1,0,0,0,1,0
584,3,26.0445660032635,27.6948924034069,42.7340156376869,21.6578805621297,11.6422865693895,3.95156676900328,14105.8848748641,30.3136962304252,2,1,0,0,0,1,1
585,2,51.0946276810391,59.0282411520787,72.3462714981794,7.26895820473254,3.01530651385933,3.01141639821102,10194.8791595849,46.6097906688985,1,1,0,1,0,0,1
586,3,23.1051904833036,34.3817844527499,26.8223628373558,6.69674332484403,3.0610739024072,1.22092356274133,6740.45797821388,20.2770822437513,1,1,0,1,0,0,0
587,1,60.7268605523205,82.2504798585819,87.2081818412276,5.56491232923851,1.78887018534939,2.24882937641878,7070.7694794467,47.0492575779583,2,0,1,1,0,0,1
588,1,24.8035419082469,31.9538950559042,36.3172221082334,9.25115411131296,4.25808007774743,2.1194627243453,3917.97057660106,11.7222899015116,1,0,0,1,0,0,1
589,2,42.0964416282976,54.9289325056402,61.3604270039071,15.9938820934694,8.39163719439552,2.54071998404666,11113.1429311537,56.6371981725446,1,1,0,0,0,1,0
590,1,44.9649606432949,61.5530510706615,72.0425961965362,16.2733692745124,8.78929420782315,3.19139858420728,8138.65348185121,46.4247439877012,1,1,0,0,1,0,1
591,2,44.8075539919922,50.9898662651567,70.467830773005,14.657725364995,5.35678680008669,3.47649477009342,7826.67993416973,38.6182857504229,2,1,0,0,1,0,1
592,2,47.279209829766,49.5013724302248,68.692947341875,16.5575238723551,7.92110278194419,2.73891349344805,8230.2172120991,8.86431548049411,1,1,0,0,1,0,1
593,1,53.9776669710162,61.5888670241217,83.0791091974559,9.18673400388526,4.26859499838921,1.23994739147627,6099.07650768123,36.9671512105578,2,1,0,1,0,0,1
594,2,43.1068134405258,55.8287164458426,64.5796278515023,10.963740132697,4.76387794667884,2.78487258343359,6729.75961361305,29.1397106508929,1,1,0,0,1,0,1
595,1,41.2719665122984,46.6295014288963,62.0047840673977,16.0922993963148,8.85532823956462,3.80940128260337,10330.0730211306,52.0126883162311,2,1,0,0,0,1,1
596,1,47.4049109235693,53.8724360876288,72.3786186753792,10.3105360305507,6.26284242945542,3.15464662421391,11932.7217093968,18.4082046049651,2,0,0,0,1,0,0
597,1,38.495370876041,52.0428754895479,66.1483733800275,6.23026455640908,3.72251070887105,1.7921724675727,8174.9039188029,18.6424501311084,1,1,0,0,1,0,1
598,2,68.061186286504,77.9851577834448,101.160909932368,3.73409913160466,0.975377600880399,1.67036938082695,8736.19507177833,35.3040877785423,1,0,0,1,0,0,1
599,2,12.4463013507588,28.610399233493,15.3951188929247,28.1855198198301,14.1507031198862,5.13063970419641,8696.97415513134,37.3379821958487,1,0,1,0,1,0,1
600,1,60.4050692893715,61.2062483321408,83.3768598313713,1.80170966662241,1.47303801979351,2.02442961555244,8566.32769917639,30.4716085169098,2,1,0,0,0,1,0
601,2,41.272756002151,51.6476855287429,61.7681431058633,12.1758999167652,6.50552374739781,3.09408863969436,7274.55233604344,35.7878074350467,1,0,1,0,1,0,1
602,3,51.3348057874859,61.4081189816134,86.4070757399142,23.6058860169074,10.5447308004874,4.45916091522206,9716.40895137328,34.8434640689888,2,0,0,0,0,1,1
603,1,59.8147994045951,73.4484029616646,91.6378789812497,17.0250652510678,8.23840644125102,2.94875610964658,10117.3753930621,31.6922451049799,2,0,1,0,0,1,1
604,2,57.5335225805253,74.0685543015635,84.9158619014124,10.887922013492,4.74151051315708,0.805595342307242,8614.6988119821,29.8972700271426,1,0,1,1,0,0,1
605,2,35.0921721143144,49.1054116857373,58.4831272934041,15.1999750665863,7.64375014792502,3.82077677165643,9656.31014033496,36.1185367440114,2,0,1,1,0,0,0
606,1,68.4610423993775,75.5721023516269,94.8861966356135,22.7097374520886,11.3254637814691,2.98541487364731,6293.38606892667,49.6309129002721,2,0,1,0,1,0,0
607,2,20.6553609706268,32.4958558823449,24.0650305736712,13.1377669189808,5.65458351611754,4.00029857605542,8578.15326679665,60.3591935780274,1,0,1,0,0,1,1
608,2,57.9584456021848,78.1297511450193,94.779233979814,8.5854749268804,6.61531123706516,1.44068058445817,9864.04166483293,50.226289866065,2,0,1,0,0,1,1
609,3,37.325958398457,44.9946723621359,55.3974947566057,20.7113576674327,11.7688319422051,4.53166567895118,7678.35316510238,38.548301859518,1,0,1,1,0,0,0
610,2,16.239524618319,22.9478636591992,29.4300187832703,23.2139607153919,12.8862287946024,3.69596582928634,7627.77224132577,23.5784999302669,1,1,0,1,0,0,0
611,1,17.0127922707008,29.4187732033617,25.459648685243,6.09267063757475,1.56430231858824,2.04972235864966,6604.93445943613,48.9122498627713,2,1,0,1,0,0,1
612,2,48.6776859515953,70.7564198838166,77.9725583221431,16.3125405834262,9.1560463082928,4.68698152227218,9720.22328746081,55.5434986460019,2,1,0,0,1,0,1
613,2,78.353014528621,78.961673937334,130.375705133345,12.7760837817496,5.93267935623785,2.32320980953699,8764.80824515379,35.7844789525795,1,1,0,1,0,0,0
614,2,49.100640962167,53.1961058426207,79.8643900695039,16.2098478533602,8.1866512385091,4.62280727335048,16016.4326036118,35.7179807794102,1,1,0,1,0,0,1
615,1,61.9617719179242,70.1208994892225,87.425683122337,15.1601869913247,5.0115564360011,3.56214241578387,7596.51494701363,52.9195376319545,2,0,0,1,0,0,1
616,1,57.5800406109015,63.5498015796682,84.1680738959134,11.8769214062724,5.6342921791773,2.85463092121248,8334.72218547772,40.2270499781978,2,1,0,0,0,1,1
617,2,35.1807708318269,51.0941283464888,48.7342818613027,14.6295062838418,7.82995697551828,3.53364426126575,4969.9919381452,65.2522673514471,1,1,0,0,1,0,1
618,2,59.3094146771909,67.3095849249592,85.0408858110477,4.73682860579078,0.29713759841798,0.23746852058054,10663.6394039481,37.3813409613297,1,0,1,0,0,1,1
619,2,50.2942719823398,68.965873382273,80.1460449962555,3.57348033702658,1.75721260797193,0.349461978102281,7078.34732258305,18.6134140496498,1,0,0,1,0,0,1
620,1,48.0989893897442,51.5414255545638,73.7312833496803,16.3244949432559,7.67535815694564,1.79018955715343,8399.49497790913,50.6954700793667,2,1,0,1,0,0,1
621,2,60.0166985146537,69.6928413069456,97.7304502829297,12.5162130196604,8.10778454174664,0.942681173477829,10835.9791090412,42.3427370741835,1,1,0,0,1,0,1
622,2,56.2117798746041,65.6518197463994,89.3560239089424,11.2102977515492,5.47260193954227,2.42799014763295,12577.0601895471,34.8094795309938,1,1,0,1,0,0,1
623,1,35.6013774491529,51.8194824594754,50.7281837219681,1.94368812636097,0.586615860379085,-0.93412092591893,7257.64829541757,22.9306231791756,2,1,0,1,0,0,0
624,1,50.9283552890507,56.2664836664216,78.7219613767351,8.58301205539132,4.59757151457449,1.5575302618442,6930.18889668707,48.5178100060674,2,1,0,0,1,0,1
625,2,31.6174806893163,39.8225312923644,54.9694493377229,13.1532309053793,5.61060010656202,0.973221636312992,8623.90522270986,45.1116160026858,1,1,0,0,1,0,1
626,2,54.4622761513766,67.1049263543302,82.4207583731566,9.08206247548307,4.93091554027759,2.97716631102379,11627.7600423363,41.2583081705094,1,1,0,0,0,1,1
627,1,38.5094222507315,46.0229553354543,55.8831644334144,12.4877040779633,6.54249839358147,2.99040455953754,8349.67666122262,56.6392816541177,1,1,0,0,1,0,1
628,2,51.7820796632778,66.7272572242536,72.3446444469893,14.3093834807058,5.16496506075647,1.97902363986585,8576.19858032279,25.2343174839135,2,1,0,0,1,0,0
629,2,50.5199856779452,62.4117651826411,80.5987841536537,11.1749881737709,5.31343067736099,2.61622084796293,10359.8483284773,40.4818699681609,2,1,0,0,0,1,1
630,1,40.9441876550714,53.5313430088552,67.5788071296328,14.5655586554346,6.71579904067269,3.77468960277924,10219.5220691327,35.0128009321332,1,0,0,0,1,0,1
631,2,51.9826892656947,62.3984101995795,77.1882705822848,10.5416133087638,4.81020448297861,0.464901516421816,11260.076094345,44.1846640870252,2,1,0,1,0,0,0
632,3,53.6153433844045,67.8210617962506,82.5911011532355,10.0898830328767,4.38683463233284,1.83613086083673,2141.57810091541,43.3134298407248,1,0,1,0,1,0,0
633,2,41.5395001476388,61.2288628454823,65.5395381817577,10.4753616389519,6.56174785643891,1.9804637432632,4452.71952042638,36.5946005765121,1,0,1,0,0,1,1
634,2,62.5836376245368,73.3923910047913,88.8864454967921,15.8333245809784,7.30400740038624,3.57605635751631,4457.96456624292,20.0259023270964,2,1,0,1,0,0,0
635,3,65.8905406009968,74.0225188769535,106.787493676271,16.9263922989965,9.07846127935127,2.6577605438218,9130.9433056282,38.5664072716342,2,1,0,0,0,1,1
636,1,35.0701311643562,45.1166571346249,45.391344816344,26.0128745194917,14.1355617018995,5.87794149009969,3929.6268779502,55.7630944113128,2,0,1,0,0,1,0
637,1,33.3394618991248,44.5616214951708,52.1674545906924,6.10015465433363,2.38914779446563,0.952308218859994,7314.17518497305,14.4253404500821,2,1,0,0,1,0,1
638,1,52.7030786836317,62.6735422349717,81.8832696844229,7.75525535996245,3.69073340518281,0.972254725560629,9269.76969471405,31.5373324794072,2,1,0,1,0,0,1
639,3,31.3003164293809,50.707667131726,49.1366972473878,15.8648946080995,5.84371223519883,1.81127057412614,13822.7247789939,44.0334391142235,2,1,0,0,1,0,1
640,2,38.2586429212455,49.1538275092534,57.932203349034,21.8259919796773,11.2255637054385,1.9074403573344,7276.94195579798,24.8802467065528,1,0,1,0,1,0,1
641,2,57.0439904865543,67.8290185331508,86.0404134082582,19.3598890479858,8.68313075241891,3.4048784279735,7937.08828420852,25.6876866748168,2,0,0,0,1,0,0
642,2,36.3978472352834,56.262262947691,50.8578297674999,9.19376629001513,5.46897839670188,3.62375306313973,8706.94116889095,25.8555662760081,2,1,0,0,1,0,1
643,1,16.0781224822751,25.2957003135835,22.391636447405,7.93061361757207,4.26962855443421,2.25548335282467,6213.96555315942,28.6083898765071,1,1,0,0,1,0,1
644,1,54.9658625073322,66.0595294163334,81.5280243844182,22.1784136279826,11.6470075836398,3.58201077162341,-1598.67530126736,42.3147537446869,2,0,1,1,0,0,0
645,1,20.9618966430862,35.9481812600049,19.6245843736798,21.2570811005344,11.4970951701952,4.52718856109101,12533.8354148813,61.9834426269843,1,0,1,1,0,0,1
646,2,24.6809961381923,35.1786384955893,38.5402887333701,13.2871655523657,6.54144764309363,0.792569651588518,6969.2389895517,44.6472176051042,1,1,0,1,0,0,0
647,1,-0.268990191268458,8.70999563558381,0.882608737864493,22.2041297745139,11.2917903940307,5.20543755875253,5849.21265410579,28.3003598128338,2,0,0,0,1,0,1
648,2,57.4685673334509,65.2477616170615,83.1013048997274,11.9520790221126,6.55080522134052,1.89718797628351,8863.72744189244,31.3157782662398,2,0,1,1,0,0,1
649,2,48.7664563327102,54.9296224364547,79.3673314951641,7.09259781118338,3.26480960757132,0.217621702811003,6147.58173126703,24.9727576305508,1,1,0,0,1,0,1
650,2,51.9344019891199,67.1813377186535,70.8736281407225,11.6963389782987,5.29116270361132,0.946251910106004,10760.5022207374,29.362471788112,2,1,0,0,0,1,1
651,3,57.6718833483486,61.9423629790676,85.9648489821555,12.4795265192942,7.07985649578862,4.0863901815615,6637.69800429345,29.6891978807908,2,1,0,0,1,0,1
652,1,44.3704271351766,55.0486869790458,73.1668312029773,2.64257341263571,1.34909199268676,0.159673200704273,10567.2839735141,54.9620564545892,1,0,1,0,1,0,1
653,1,28.4163614144996,36.8840375589063,48.0942951168331,10.9710122595222,6.23256983446531,2.16998272110454,7299.37148723352,45.6915462694783,1,0,1,0,0,1,1
654,2,53.4566347849631,56.3124397101251,93.4792278120572,9.48835744300599,5.12228925289013,0.669734034568406,5064.88556330614,17.389751524202,1,1,0,0,1,0,0
655,3,64.5504713372951,73.8071112558235,101.486115420411,14.947720908199,7.02160716064881,2.71053045054586,10211.6478906017,47.9142631376281,1,0,1,0,0,1,1
656,3,22.4966859330801,37.6014929343893,33.7471756686008,8.81262941261382,4.29166745515604,3.05210547545602,15324.8108740414,53.3693037015895,2,0,0,1,0,0,1
657,2,35.8951614732145,47.8975174847863,48.9451553385553,14.8933207064094,7.79592913382535,1.84688010058551,5022.52204553024,35.2238695451525,1,0,1,0,0,1,1
658,1,40.6163240151513,46.7708534373803,68.9257013539949,15.2177462402959,7.51537839448635,2.85493128765706,6677.791566484,54.3059297740025,1,1,0,0,1,0,0
659,2,25.654749850146,38.7558776939539,33.1875218329651,10.3240547528466,4.62823253126793,3.90901406999281,4491.83740310679,42.0948686542657,2,1,0,0,1,0,0
660,1,55.4115877316205,67.4340865326081,82.8794054379338,11.7389564117965,4.24651735942904,1.77785490129037,12775.9639683512,45.70683417493,2,1,0,0,0,1,1
661,1,36.0122714565432,46.5279951971567,55.2204813382384,26.2890917517571,14.0093469509339,6.82375482214773,8381.82415016292,34.1454713856506,1,0,1,0,0,1,0
662,2,63.8535996595746,75.3524415170888,95.794361036879,21.2881866801337,9.77599152722845,4.02443360749443,1018.70403328554,55.2823479362041,2,1,0,0,1,0,1
663,2,45.8026202044104,53.1070115179212,69.4360642449821,21.3285719911739,10.2362363362069,3.58714853380515,1409.67524801805,38.6448094544373,1,1,0,0,1,0,1
664,1,55.9213877650778,62.4317371778351,86.0463111019269,12.3486673806835,5.83730842145731,2.58956695453759,10817.4957932854,34.7634372430526,2,1,0,1,0,0,0
665,1,68.4164710231591,69.1265277624756,103.298529089648,6.96132650683702,3.90100271288817,1.21414991032344,8897.486466718,43.6010752253303,2,0,1,1,0,0,0
666,2,48.9843713039578,55.0181095573847,70.8880107367128,15.4267406919329,7.61996402658699,3.58713292157155,2030.21991951685,36.6714635344458,1,1,0,1,0,0,1
667,2,61.150893888109,71.9331802166627,83.8606852445096,12.3962866953783,5.82701329882111,2.4979719366943,4387.59559877924,34.927214945251,1,1,0,1,0,0,1
668,2,48.1604689751887,58.2703193336921,72.0471408092858,33.5079569575799,15.9887220539363,5.476670813573,9195.03721400466,46.7131062888867,1,1,0,0,1,0,0
669,1,22.3248971126645,34.4763281370918,35.5545300445626,0.408626678092393,0.937884472192563,-0.823945222969114,8134.26975807087,35.5882157327848,1,1,0,0,0,1,1
670,2,45.3360338987044,48.5745335145408,68.7619935436746,10.7830049745241,5.48869657661162,1.85481690445537,2401.5175604927,32.927936465462,2,1,0,1,0,0,0
671,1,55.7720430906315,64.2544423650463,89.8840802792476,20.9022912256387,12.9379829144714,3.50786378084125,10257.5685139732,31.4939629318575,2,1,0,1,0,0,0
672,1,52.341855267634,62.457200868052,85.5365445635727,-0.591098400987031,-2.30622819479089,-1.31226409988803,6722.94687637281,21.3178651347065,2,0,1,0,0,1,1
673,2,42.391674811826,48.4354305475212,59.5402919355184,10.4421080036594,6.83213321737912,2.41679560645395,11732.5109490053,57.2856249267868,1,0,1,0,1,0,0
674,1,26.734507669974,41.9817515271805,44.6757434499963,14.0044076153231,6.16320484013944,2.91254054968931,9351.04783784627,30.1659417089306,2,0,0,0,1,0,0
675,1,54.6959755306419,58.3792470152729,78.8694472281801,10.6821744502007,5.07595833656721,2.04576527187698,11548.4224477938,33.435577888468,2,0,1,0,0,1,1
676,1,31.2531595747817,43.9642972031645,53.5314398774613,6.40936918026536,3.92766878851145,2.78501166154502,2108.06566668798,39.0409164385956,2,1,0,0,1,0,1
677,1,26.2226483636165,33.1010549873748,43.7718010512789,11.2665586902205,6.27112968063689,2.62292881562216,10239.8386061043,30.2113044282492,2,1,0,0,1,0,1
678,1,53.9239157760825,64.92817276719,78.63720926516,20.0311705407706,10.2974019481013,5.23115029884285,11153.9712413059,13.8021115055232,2,1,0,0,0,1,1
